"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CU","2023-04-01","78.2","3.63","5.77","Lodolo, Nick",678225,666157,,"swinging_strike",,,,,13,"Ji Hwan Bae strikes out swinging.","R","L","L","CIN","PIT","S",,,0,1,2023,"-1.49","0.04","-0.95","1.17",,,,0,2,"Top",,,,,592200,,,-7.092886222207904,-113.64889499500603,-3.014739515618624,-11.388903019567595,23.19679828439142,-31.47033222780961,"2.94","1.38",,,,"77.4",2791,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.43",,,,,,,,14,2,"Curveball",3,1,1,3,1,3,1,3,"Strategic","Standard",304,"0","-0.048"
"FF","2023-04-01","92.4","3.56","5.73","Lodolo, Nick",678225,666157,,"swinging_strike",,,,,12,"Ji Hwan Bae strikes out swinging.","R","L","L","CIN","PIT","S",,,0,0,2023,"1.6","0.79","0.87","3.1",,,,0,2,"Top",,,,,592200,,,-10.354549844375269,-134.1370395356263,-2.598246280731688,21.511606151320894,28.727551122645067,-22.231449575394812,"2.94","1.38",,,,"92.6",2073,"6.5",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.01",,,,,,,,14,1,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",120,"0","-0.038"
"CU","2023-04-01","80.3","3.69","5.73","Lodolo, Nick",666801,666157,"strikeout","swinging_strike_blocked",,,,,13,"Rodolfo Castro strikes out swinging.","R","R","L","CIN","PIT","S",2,,1,2,2023,"-1.32","-0.24","-1.21","0.66",467793,656582,665833,2,1,"Top",,,,,592200,,,-8.298385566895533,-116.60953254260592,-3.9595849345610326,-10.129199007097998,24.763766871738397,-33.70729863644372,"3.43","1.57",,,,"79.5",2730,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.39",,,"0",1,0,0,,7,5,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",307,"0.064","-0.498"
"FF","2023-04-01","94","3.73","5.79","Lodolo, Nick",666801,666157,,"ball",,,,,12,"Rodolfo Castro strikes out swinging.","R","R","L","CIN","PIT","B",,,0,2,2023,"1.3","1.22","0.98","4.72",467793,656582,665833,2,1,"Top",,,,,592200,,,-9.94938994585821,-136.48748285535825,0.26498329161157264,18.38928084679049,30.09368709570982,-17.21817399554142,"3.28","1.64",,,,"93.6",2319,"6.2",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.31",,,,,,,,7,4,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",120,"0","0.028"
"CU","2023-04-01","80.4","3.7","5.7","Lodolo, Nick",666801,666157,,"foul",,,,,6,"Rodolfo Castro strikes out swinging.","R","R","L","CIN","PIT","S",,,0,2,2023,"-1.25","-0.15","0.29","2.26",467793,656582,665833,2,1,"Top",,,,,592200,,,-5.169269068880771,-116.88189207451208,-0.5627612623134743,-10.207596707361937,25.162828600465193,-33.61561547689616,"3.43","1.57",171,"66.3",43,"79.5",2787,"6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.48",,,,,,,,7,3,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",300,"0","0"
"CU","2023-04-01","80","3.77","5.69","Lodolo, Nick",666801,666157,,"swinging_strike_blocked",,,,,13,"Rodolfo Castro strikes out swinging.","R","R","L","CIN","PIT","S",,,0,1,2023,"-1.69","-0.21","-1.25","1.06",467793,656582,665833,2,1,"Top",,,,,592200,,,-7.844387119880549,-116.21953484296803,-3.0357005032163022,-13.674660896283923,22.92728274268373,-33.66306379697962,"3.43","1.57",,,,"79.5",2833,"6.2",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.33",,,,,,,,7,2,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",302,"0","-0.163"
"FF","2023-04-01","93.2","3.62","5.72","Lodolo, Nick",666801,666157,,"called_strike",,,,,5,"Rodolfo Castro strikes out swinging.","R","R","L","CIN","PIT","S",,,0,0,2023,"1.45","1.12","-0.23","2.58",467793,656582,665833,2,1,"Top",,,,,592200,,,-13.031358138952402,-135.1214288789175,-4.712281247275519,20.579474051423297,29.38639676825685,-17.588418000244715,"3.49","1.74",,,,"93",2168,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.12",,,,,,,,7,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",119,"0","-0.138"
"CU","2023-04-01","79.6","3.76","5.69","Lodolo, Nick",665833,666157,"single","hit_into_play",,,,,7,"Oneil Cruz singles on a soft ground ball to catcher Curt Casali.   Carlos Santana to 3rd.    Connor Joe to 2nd.","R","L","L","CIN","PIT","X",2,"ground_ball",1,2,2023,"-1.12","-0.08","-0.53","2.42",,467793,656582,2,1,"Top",122.82,197.36,,,592200,,,-7.268041216056695,-115.59703496707324,-0.1481945790631809,-8.370386694430652,24.627090201986572,-33.11408165852285,"3.82","1.79",0,"47.8",-83,"78.6",2859,"6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.47",0.123,0.111,"0.9",1,1,0,1,6,4,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",308,"-0.026","1.012"
"CU","2023-04-01","80.4","3.85","5.67","Lodolo, Nick",665833,666157,,"blocked_ball",,,,,13,"Oneil Cruz singles on a soft ground ball to catcher Curt Casali.   Carlos Santana to 3rd.    Connor Joe to 2nd.","R","L","L","CIN","PIT","B",,,0,2,2023,"-1.17","0.23","-1.79","0.91",,467793,656582,2,1,"Top",,,,,592200,,,-10.225150302830786,-116.65470509679442,-4.181237079553559,-8.446874589896519,24.225574655520944,-29.433784196182806,"3.54","1.72",,,,"79.6",2796,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.4",,,,,,,,6,3,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",308,"0","0.029"
"FF","2023-04-01","93.7","3.82","5.64","Lodolo, Nick",665833,666157,,"called_strike",,,,,3,"Oneil Cruz singles on a soft ground ball to catcher Curt Casali.   Carlos Santana to 3rd.    Connor Joe to 2nd.","R","L","L","CIN","PIT","S",,,0,1,2023,"1.82","1.22","0.28","3.65",,467793,656582,2,1,"Top",,,,,592200,,,-13.140307657697708,-135.8924401425049,-2.099715858553498,25.33580919775756,27.97131680211074,-16.74700046242722,"3.82","1.82",,,,"93.9",2337,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.07",,,,,,,,6,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",123,"0","-0.102"
"CU","2023-04-01","77.5","3.83","5.82","Lodolo, Nick",665833,666157,,"called_strike",,,,,12,"Oneil Cruz singles on a soft ground ball to catcher Curt Casali.   Carlos Santana to 3rd.    Connor Joe to 2nd.","R","L","L","CIN","PIT","S",,,0,0,2023,"-1","0.33","0.96","3.17",,467793,656582,2,1,"Top",,,,,592200,,,-4.293218004950415,-112.85600989682017,0.6311302167642272,-7.793633712769696,19.675663410199007,-29.673613255311757,"3.69","1.74",,,,"77.2",2463,"6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.53",,,,,,,,6,1,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",294,"0","-0.063"
"CH","2023-04-01","88.3","3.55","5.72","Lodolo, Nick",656582,666157,"single","hit_into_play",,,,,6,"Connor Joe singles on a ground ball to center fielder TJ Friedl, deflected by shortstop Jose Barrero.   Andrew McCutchen scores.    Carlos Santana to 2nd.","R","R","L","CIN","PIT","X",6,"ground_ball",1,2,2023,"1.27","0.28","0.71","2.05",457705,,467793,2,1,"Top",124.32,97.6,,,592200,,,-9.54088190564261,-128.23231812949808,-3.3961129768912808,16.020291252657803,26.443478291719302,-28.616831048723135,"3.16","1.47",5,"101.4",-19,"88.1",2015,"6.3",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.21",0.154,0.154,"0.9",1,1,0,2,5,5,"Changeup",0,0,0,0,1,0,1,0,"Standard","Standard",113,"-0.096","1.148"
"FF","2023-04-01","93.8","3.72","5.74","Lodolo, Nick",656582,666157,,"ball",,,,,12,"Connor Joe singles on a ground ball to center fielder TJ Friedl, deflected by shortstop Jose Barrero.   Andrew McCutchen scores.    Carlos Santana to 2nd.","R","R","L","CIN","PIT","B",,,0,2,2023,"1.38","0.75","1.54","4.12",457705,,467793,2,1,"Top",,,,,592200,,,-8.652606890503584,-136.30843869578496,-0.10253865185698141,19.098490321504247,30.383115503808508,-23.04830603824686,"3.22","1.61",,,,"93.4",2237,"6.2",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.33",,,,,,,,5,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",114,"0","0.037"
"CU","2023-04-01","80.4","3.65","5.71","Lodolo, Nick",656582,666157,,"foul",,,,,4,"Connor Joe singles on a ground ball to center fielder TJ Friedl, deflected by shortstop Jose Barrero.   Andrew McCutchen scores.    Carlos Santana to 2nd.","R","R","L","CIN","PIT","S",,,0,2,2023,"-0.93","-0.11","-0.47","2.19",457705,,467793,2,1,"Top",,,,,592200,,,-7.361885753198055,-116.92111125739734,-0.8346607460856335,-6.991863036754595,23.941729684192516,-33.28292955597103,"3.16","1.47",9,"81.6",-15,"80",2883,"6.2",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.26",,,,,,,,5,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",305,"0","0"
"FF","2023-04-01","93","3.69","5.8","Lodolo, Nick",656582,666157,,"called_strike",,,,,11,"Connor Joe singles on a ground ball to center fielder TJ Friedl, deflected by shortstop Jose Barrero.   Andrew McCutchen scores.    Carlos Santana to 2nd.","R","R","L","CIN","PIT","S",,,0,1,2023,"1.36","1.09","-0.03","3.41",457705,,467793,2,1,"Top",,,,,592200,,,-12.478790793863817,-134.84801793008612,-2.635635314832251,19.47110500020749,32.01732843617402,-18.472412829939774,"3.22","1.53",,,,"92.2",2296,"6.2",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.31",,,,,,,,5,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",122,"0","-0.096"
"FF","2023-04-01","92.8","3.56","5.65","Lodolo, Nick",656582,666157,,"called_strike",,,,,1,"Connor Joe singles on a ground ball to center fielder TJ Friedl, deflected by shortstop Jose Barrero.   Andrew McCutchen scores.    Carlos Santana to 2nd.","R","R","L","CIN","PIT","S",,,0,0,2023,"1.06","1.07","-0.57","2.73",457705,,467793,2,1,"Top",,,,,592200,,,-12.94488637006331,-134.49466963700982,-3.988316491223956,15.656005081632093,29.30503154866954,-18.4872724824127,"3.2","1.53",,,,"93.1",2140,"6.7",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"53.79",,,,,,,,5,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",119,"0","-0.087"
"FF","2023-04-01","93.7","3.56","5.68","Lodolo, Nick",467793,666157,"single","hit_into_play",,,,,9,"Carlos Santana singles on a ground ball to right fielder Wil Myers.   Andrew McCutchen to 3rd.  Andrew McCutchen advances to 3rd, on a fielding error by right fielder Wil Myers.","R","R","L","CIN","PIT","X",9,"ground_ball",3,1,2023,"1.46","0.72","0.43","2.09",,,457705,2,1,"Top",160.08,112.15,,,592200,,,-11.301035904241894,-135.9648374035424,-5.143222496172148,20.434012120351124,27.106258469030408,-22.27763834791289,"3.43","1.67",105,"104.1",4,"94",2316,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.11",0.583,0.529,"0.9",1,1,0,4,4,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",125,"-0.025","0.207"
"CU","2023-04-01","79.3","3.66","5.66","Lodolo, Nick",467793,666157,,"ball",,,,,13,"Carlos Santana singles on a ground ball to right fielder Wil Myers.   Andrew McCutchen to 3rd.  Andrew McCutchen advances to 3rd, on a fielding error by right fielder Wil Myers.","R","R","L","CIN","PIT","B",,,2,1,2023,"-1.51","0.14","-1.47","2.03",,,457705,2,1,"Top",,,,,592200,,,-8.381581966403843,-115.21751133987512,-1.3222995313034545,-11.618383474084313,23.363946565945394,-30.906071425338247,"3.62","1.74",,,,"78.8",2874,"6.2",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.26",,,,,,,,4,4,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",298,"0","0.08"
"CU","2023-04-01","79.5","3.59","5.8","Lodolo, Nick",467793,666157,,"ball",,,,,11,"Carlos Santana singles on a ground ball to right fielder Wil Myers.   Andrew McCutchen to 3rd.  Andrew McCutchen advances to 3rd, on a fielding error by right fielder Wil Myers.","R","R","L","CIN","PIT","B",,,1,1,2023,"-1.24","-0.05","-1.2","2.8",,,457705,2,1,"Top",,,,,592200,,,-8.12595313800863,-115.52252179175123,0.3694559362955234,-9.297471309700772,24.03873993758007,-32.971080899202555,"3.51","1.72",,,,"78.6",2809,"6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.47",,,,,,,,4,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",304,"0","0.034"
"FF","2023-04-01","93.9","3.48","5.76","Lodolo, Nick",467793,666157,,"ball",,,,,11,"Carlos Santana singles on a ground ball to right fielder Wil Myers.   Andrew McCutchen to 3rd.  Andrew McCutchen advances to 3rd, on a fielding error by right fielder Wil Myers.","R","R","L","CIN","PIT","B",,,0,1,2023,"1.32","1.18","-1.06","3.55",,,457705,2,1,"Top",,,,,592200,,,-14.629688994994625,-136.0103724327298,-2.575962422814588,19.54110791863585,28.34383743257005,-17.068807347023437,"3.59","1.82",,,,"93.8",2318,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.14",,,,,,,,4,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",116,"0","0.023"
"SI","2023-04-01","93.5","3.51","5.67","Lodolo, Nick",467793,666157,,"called_strike",,,,,6,"Carlos Santana singles on a ground ball to right fielder Wil Myers.   Andrew McCutchen to 3rd.  Andrew McCutchen advances to 3rd, on a fielding error by right fielder Wil Myers.","R","R","L","CIN","PIT","S",,,0,0,2023,"1.72","0.69","0.39","2.98",,,457705,2,1,"Top",,,,,592200,,,-11.872342215100002,-135.6398797247428,-2.657666014804562,23.791245550019834,30.083593506282103,-23.234099654820888,"3.59","1.72",,,,"93.7",2335,"6.6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"53.91",,,,,,,,4,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",117,"0","-0.04"
"FF","2023-04-01","94.2","3.54","5.65","Lodolo, Nick",457705,666157,"walk","ball",,,,,4,"Andrew McCutchen walks.","R","R","L","CIN","PIT","B",,,3,2,2023,"1.36","0.93","-0.83","2.26",,,,2,1,"Top",,,,,592200,,,-14.360426949242104,-136.38405501481563,-5.1540976358621275,20.093140571078585,28.782825719768717,-19.574899593018515,"3.35","1.61",,,,"94.3",2078,"6.5",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"53.97",,,"0.7",1,0,0,,3,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",113,"-0.012","0.11"
"CU","2023-04-01","80.2","3.69","5.75","Lodolo, Nick",457705,666157,,"ball",,,,,13,"Andrew McCutchen walks.","R","R","L","CIN","PIT","B",,,2,2,2023,"-1.45","-0.11","-2.09","0.33",,,,2,1,"Top",,,,,592200,,,-9.957283137973574,-116.35629734580242,-4.990347307533299,-11.206773968646527,22.92152725769086,-32.40150969104848,"3.33","1.67",,,,"79.5",2909,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.4",,,,,,,,3,5,"Curveball",0,0,0,0,0,0,0,0,"Strategic","Standard",303,"0","0.04"
"FF","2023-04-01","93.1","3.6","5.74","Lodolo, Nick",457705,666157,,"ball",,,,,11,"Andrew McCutchen walks.","R","R","L","CIN","PIT","B",,,1,2,2023,"1.33","0.85","-0.03","3.56",,,,2,1,"Top",,,,,592200,,,-12.19806330344574,-135.07111020061308,-1.6837911275935502,18.862738434984625,27.849639997938045,-21.566967164313155,"3.3","1.64",,,,"93.2",2219,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.12",,,,,,,,3,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",114,"0","0.016"
"CH","2023-04-01","87.9","3.47","5.67","Lodolo, Nick",457705,666157,,"swinging_strike",,,,,14,"Andrew McCutchen walks.","R","R","L","CIN","PIT","S",,,1,1,2023,"1.57","-0.01","1.03","1.71",,,,2,1,"Top",,,,,592200,,,-9.154045861021894,-127.72869794017238,-3.4950606453826154,19.023948575614273,24.729354718486913,-31.751026427436685,"3.24","1.58",,,,"88.2",1961,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.11",,,,,,,,3,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",115,"0","-0.027"
"FF","2023-04-01","94.1","3.54","5.68","Lodolo, Nick",457705,666157,,"ball",,,,,1,"Andrew McCutchen walks.","R","R","L","CIN","PIT","B",,,0,1,2023,"1.42","1.03","-0.29","3.34",,,,2,1,"Top",,,,,592200,,,-13.064881223899553,-136.47684555554886,-2.660381806831922,20.52156030694615,27.23464296277574,-18.863744496758525,"3.38","1.59",,,,"94.3",2352,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.13",,,,,,,,3,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",109,"0","0.013"
"FF","2023-04-01","93.4","3.51","5.74","Lodolo, Nick",457705,666157,,"called_strike",,,,,5,"Andrew McCutchen walks.","R","R","L","CIN","PIT","S",,,0,0,2023,"1.19","1.07","-0.09","2.42",,,,2,1,"Top",,,,,592200,,,-11.889746227091585,-135.56918434789355,-5.1637931747426915,17.123697896865654,27.163824274462936,-18.025094404008172,"3.38","1.72",,,,"93.7",2094,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.06",,,,,,,,3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",112,"0","-0.018"
"CH","2023-04-01","87.6","3.46","5.75","Lodolo, Nick",668804,666157,"field_out","hit_into_play",,,,,9,"Bryan Reynolds lines out to right fielder Wil Myers.","R","R","L","CIN","PIT","X",9,"line_drive",0,0,2023,"1.63","0.13","0.42","1.91",,,,1,1,"Top",201.13,110.03,,,592200,,,-10.725881610853268,-127.17680470983524,-3.4306146000515767,19.853158635873292,24.093216783582886,-30.301700004232618,"3.13","1.52",288,"91.2",24,"87.9",1919,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.07",0.154,0.178,"0",1,0,0,3,2,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",112,"0.015","-0.17"
"FF","2023-04-01","94.1","3.56","5.68","Lodolo, Nick",663647,666157,"strikeout","foul_tip",,,,,11,"Ke'Bryan Hayes strikes out on a foul tip.","R","R","L","CIN","PIT","S",2,,3,2,2023,"1.51","1.09","-0.02","3.4",,,,0,1,"Top",,,,,592200,,,-12.63786193977376,-136.45748365208294,-2.6067770471379204,21.55310309262121,29.176111198308366,-18.131959614307334,"3.23","1.57",,,,"94.3",2188,"6.5",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"53.96",,,"0",1,0,0,,1,9,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",123,"0.022","-0.314"
"FF","2023-04-01","94.4","3.58","5.68","Lodolo, Nick",663647,666157,,"foul",,,,,3,"Ke'Bryan Hayes strikes out on a foul tip.","R","R","L","CIN","PIT","S",,,3,2,2023,"1.37","0.94","0.28","3.25",,,,0,1,"Top",,,,,592200,,,-11.656615894927976,-137.07853540715664,-2.7334213453346035,19.853997989099742,29.035905191007394,-19.847566840042028,"3.23","1.57",251,"78.5",47,"94.6",2318,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.1",,,,,,,,1,8,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",118,"0","0"
"CU","2023-04-01","80.8","3.62","5.69","Lodolo, Nick",663647,666157,,"ball",,,,,13,"Ke'Bryan Hayes strikes out on a foul tip.","R","R","L","CIN","PIT","B",,,2,2,2023,"-1.48","0","-1","1.1",,,,0,1,"Top",,,,,592200,,,-7.4540268766714615,-117.37900882417244,-3.5025043293245126,-12.082948895078031,23.611048069606547,-31.679542634467108,"3.09","1.48",,,,"80.4",2889,"6.2",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.27",,,,,,,,1,7,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",304,"0","0.102"
"FF","2023-04-01","94","3.52","5.76","Lodolo, Nick",663647,666157,,"foul",,,,,2,"Ke'Bryan Hayes strikes out on a foul tip.","R","R","L","CIN","PIT","S",,,2,2,2023,"1.47","1.22","0.04","2.92",,,,0,1,"Top",,,,,592200,,,-12.214188027750149,-136.2979947166475,-4.289039500114905,20.978188204080087,29.37303466420798,-16.14845326173478,"3.23","1.57",143,"79.1",11,"93.6",2329,"6.2",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.32",,,,,,,,1,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",119,"0","0"
"CU","2023-04-01","80.5","3.74","5.67","Lodolo, Nick",663647,666157,,"foul",,,,,5,"Ke'Bryan Hayes strikes out on a foul tip.","R","R","L","CIN","PIT","S",,,2,2,2023,"-1.05","0.09","0.21","2.36",,,,0,1,"Top",,,,,592200,,,-5.837110777166133,-117.21491843580755,-0.8857196207738919,-8.641384000244166,21.151028072999097,-31.35430074792518,"3.23","1.57",150,"67.1",16,"80.5",2756,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.36",,,,,,,,1,5,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",294,"0","0"
"CH","2023-04-01","89.3","3.57","5.58","Lodolo, Nick",663647,666157,,"ball",,,,,14,"Ke'Bryan Hayes strikes out on a foul tip.","R","R","L","CIN","PIT","B",,,1,2,2023,"1.82","0.15","0.21","0.36",,,,0,1,"Top",,,,,592200,,,-12.07627937371093,-129.35535849176742,-7.152143121465196,22.871706678955963,24.837950197493594,-29.18850050726387,"3.09","1.51",,,,"89.5",2022,"6.5",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.03",,,,,,,,1,4,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",114,"0","0.04"
"FF","2023-04-01","94.1","3.56","5.78","Lodolo, Nick",663647,666157,,"ball",,,,,12,"Ke'Bryan Hayes strikes out on a foul tip.","R","R","L","CIN","PIT","B",,,0,2,2023,"1.64","0.91","1","4.23",,,,0,1,"Top",,,,,592200,,,-10.23311800872755,-136.7219712917937,-0.2820666913389004,22.864020654240456,30.75768827418788,-20.973090532345324,"3.15","1.53",,,,"93.7",2357,"6.2",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.3",,,,,,,,1,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",121,"0","0.021"
"CH","2023-04-01","88.2","3.71","5.58","Lodolo, Nick",663647,666157,,"swinging_strike",,,,,14,"Ke'Bryan Hayes strikes out on a foul tip.","R","R","L","CIN","PIT","S",,,0,1,2023,"1.89","-0.04","0.7","1.17",,,,0,1,"Top",,,,,592200,,,-11.248093179257976,-127.89282287586795,-4.456869534309807,23.097899136352755,27.97723459079109,-31.83313691414463,"3.23","1.57",,,,"87.9",1910,"6.5",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.03",,,,,,,,1,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",116,"0","-0.048"
"FF","2023-04-01","94","3.6","5.73","Lodolo, Nick",663647,666157,,"called_strike",,,,,3,"Ke'Bryan Hayes strikes out on a foul tip.","R","R","L","CIN","PIT","S",,,0,0,2023,"1.86","0.83","0.42","2.68",,,,0,1,"Top",,,,,592200,,,-12.363347022626337,-136.28202210333873,-3.9753446040980025,25.93973347685837,31.67884889171867,-21.05971647280919,"3.15","1.56",,,,"93.7",2311,"6.5",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.05",,,,,,,,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",123,"0","-0.038"
